Episode,Success Rate
1,1.0
2,0.5
3,0.6666666666666666
4,0.75
5,0.8
6,0.8333333333333334
7,0.8571428571428571
8,0.75
9,0.6666666666666666
10,0.6
11,0.5454545454545454
12,0.5833333333333334
13,0.5384615384615384
14,0.5
15,0.4666666666666667
16,0.5
17,0.5294117647058824
18,0.5
19,0.5263157894736842
20,0.5
21,0.47619047619047616
22,0.5
23,0.5217391304347826
24,0.5416666666666666
25,0.56
26,0.5384615384615384
27,0.5555555555555556
28,0.5714285714285714
29,0.5862068965517241
30,0.6
31,0.6129032258064516
32,0.625
33,0.6363636363636364
34,0.6176470588235294
35,0.6285714285714286
36,0.6388888888888888
37,0.6486486486486487
38,0.6578947368421053
39,0.6410256410256411
40,0.625
41,0.6341463414634146
42,0.6190476190476191
43,0.627906976744186
44,0.6136363636363636
45,0.6222222222222222
46,0.6304347826086957
47,0.6170212765957447
48,0.625
49,0.6326530612244898
50,0.62
51,0.6078431372549019
52,0.6153846153846154
53,0.6226415094339622
54,0.6296296296296297
55,0.6363636363636364
56,0.625
57,0.631578947368421
58,0.6379310344827587
59,0.6440677966101694
60,0.65
61,0.6557377049180327
62,0.6612903225806451
63,0.6666666666666666
64,0.671875
65,0.676923076923077
66,0.6818181818181818
67,0.6716417910447762
68,0.6764705882352942
69,0.6666666666666666
70,0.6571428571428571
71,0.647887323943662
72,0.6527777777777778
73,0.6438356164383562
74,0.6486486486486487
75,0.6533333333333333
76,0.6578947368421053
77,0.6623376623376623
78,0.6538461538461539
79,0.6455696202531646
80,0.65
81,0.6419753086419753
82,0.6341463414634146
83,0.6265060240963856
84,0.6309523809523809
85,0.6235294117647059
86,0.627906976744186
87,0.632183908045977
88,0.6363636363636364
89,0.6292134831460674
90,0.6222222222222222
91,0.6263736263736264
92,0.6304347826086957
93,0.6344086021505376
94,0.6276595744680851
95,0.6210526315789474
96,0.6145833333333334
97,0.6082474226804123
98,0.6122448979591837
99,0.6161616161616161
100,0.62
101,0.6237623762376238
102,0.6274509803921569
103,0.6310679611650486
104,0.6346153846153846
105,0.6285714285714286
106,0.6320754716981132
107,0.6261682242990654
108,0.6296296296296297
109,0.6238532110091743
110,0.6181818181818182
111,0.6216216216216216
112,0.625
113,0.6194690265486725
114,0.6228070175438597
115,0.6260869565217392
116,0.6293103448275862
117,0.6324786324786325
118,0.635593220338983
119,0.6386554621848739
120,0.6416666666666667
121,0.6446280991735537
122,0.6475409836065574
123,0.6504065040650406
124,0.6532258064516129
125,0.648
126,0.6507936507936508
127,0.6535433070866141
128,0.65625
129,0.6589147286821705
130,0.6615384615384615
131,0.6641221374045801
132,0.6666666666666666
133,0.6616541353383458
134,0.6567164179104478
135,0.6518518518518519
136,0.6544117647058824
137,0.656934306569343
138,0.6594202898550725
139,0.6546762589928058
140,0.65
141,0.6453900709219859
142,0.647887323943662
143,0.6503496503496503
144,0.6527777777777778
145,0.6482758620689655
146,0.6438356164383562
147,0.6462585034013606
148,0.6486486486486487
149,0.6442953020134228
150,0.64
151,0.6423841059602649
152,0.6381578947368421
153,0.6405228758169934
154,0.6428571428571429
155,0.6387096774193548
156,0.6410256410256411
157,0.6369426751592356
158,0.6392405063291139
159,0.6415094339622641
160,0.6375
161,0.639751552795031
162,0.6358024691358025
163,0.6380368098159509
164,0.6402439024390244
165,0.6363636363636364
166,0.6385542168674698
167,0.6347305389221557
168,0.6369047619047619
169,0.6331360946745562
170,0.6352941176470588
171,0.631578947368421
172,0.6337209302325582
173,0.6358381502890174
174,0.632183908045977
175,0.6285714285714286
176,0.625
177,0.6271186440677966
178,0.6292134831460674
179,0.6256983240223464
180,0.6222222222222222
181,0.6243093922651933
182,0.6263736263736264
183,0.6284153005464481
184,0.6304347826086957
185,0.6270270270270271
186,0.6290322580645161
187,0.6310160427807486
188,0.6329787234042553
189,0.6349206349206349
190,0.6368421052631579
191,0.6387434554973822
192,0.640625
193,0.6424870466321243
194,0.6391752577319587
195,0.6358974358974359
196,0.6377551020408163
197,0.6395939086294417
198,0.6414141414141414
199,0.6432160804020101
200,0.645
