Episode,Success Rate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.03333333333333333
31,0.03225806451612903
32,0.03125
33,0.030303030303030304
34,0.029411764705882353
35,0.05714285714285714
36,0.05555555555555555
37,0.05405405405405406
38,0.05263157894736842
39,0.05128205128205128
40,0.05
41,0.04878048780487805
42,0.047619047619047616
43,0.046511627906976744
44,0.045454545454545456
45,0.044444444444444446
46,0.043478260869565216
47,0.0425531914893617
48,0.041666666666666664
49,0.04081632653061224
50,0.04
51,0.0392156862745098
52,0.038461538461538464
53,0.03773584905660377
54,0.037037037037037035
55,0.03636363636363636
56,0.03571428571428571
57,0.03508771929824561
58,0.034482758620689655
59,0.03389830508474576
60,0.03333333333333333
61,0.03278688524590164
62,0.03225806451612903
63,0.031746031746031744
64,0.03125
65,0.03076923076923077
66,0.030303030303030304
67,0.029850746268656716
68,0.029411764705882353
69,0.028985507246376812
70,0.02857142857142857
71,0.028169014084507043
72,0.027777777777777776
73,0.0273972602739726
74,0.02702702702702703
75,0.02666666666666667
76,0.02631578947368421
77,0.025974025974025976
78,0.02564102564102564
79,0.02531645569620253
80,0.025
81,0.024691358024691357
82,0.024390243902439025
83,0.024096385542168676
84,0.023809523809523808
85,0.023529411764705882
86,0.03488372093023256
87,0.034482758620689655
88,0.03409090909090909
89,0.033707865168539325
90,0.03333333333333333
91,0.04395604395604396
92,0.043478260869565216
93,0.043010752688172046
94,0.0425531914893617
95,0.042105263157894736
96,0.041666666666666664
97,0.041237113402061855
98,0.04081632653061224
99,0.04040404040404041
100,0.04
101,0.039603960396039604
102,0.0392156862745098
103,0.038834951456310676
104,0.038461538461538464
105,0.0380952380952381
106,0.03773584905660377
107,0.037383177570093455
108,0.037037037037037035
109,0.03669724770642202
110,0.03636363636363636
111,0.036036036036036036
112,0.03571428571428571
113,0.035398230088495575
114,0.03508771929824561
115,0.034782608695652174
116,0.034482758620689655
117,0.03418803418803419
118,0.03389830508474576
119,0.03361344537815126
120,0.03333333333333333
121,0.03305785123966942
122,0.03278688524590164
123,0.032520325203252036
124,0.03225806451612903
125,0.032
126,0.031746031746031744
127,0.031496062992125984
128,0.03125
129,0.031007751937984496
130,0.03076923076923077
131,0.030534351145038167
132,0.030303030303030304
133,0.03007518796992481
134,0.029850746268656716
135,0.02962962962962963
136,0.029411764705882353
137,0.029197080291970802
138,0.028985507246376812
139,0.02877697841726619
140,0.02857142857142857
141,0.028368794326241134
142,0.028169014084507043
143,0.027972027972027972
144,0.027777777777777776
145,0.027586206896551724
146,0.0273972602739726
147,0.027210884353741496
148,0.02702702702702703
149,0.026845637583892617
150,0.02666666666666667
151,0.026490066225165563
152,0.02631578947368421
153,0.026143790849673203
154,0.025974025974025976
155,0.025806451612903226
156,0.02564102564102564
157,0.025477707006369428
158,0.02531645569620253
159,0.025157232704402517
160,0.025
161,0.024844720496894408
162,0.024691358024691357
163,0.024539877300613498
164,0.024390243902439025
165,0.024242424242424242
166,0.024096385542168676
167,0.023952095808383235
168,0.023809523809523808
169,0.023668639053254437
170,0.023529411764705882
171,0.023391812865497075
172,0.023255813953488372
173,0.023121387283236993
174,0.022988505747126436
175,0.022857142857142857
176,0.022727272727272728
177,0.022598870056497175
178,0.02247191011235955
179,0.0223463687150838
180,0.022222222222222223
181,0.022099447513812154
182,0.02197802197802198
183,0.02185792349726776
184,0.021739130434782608
185,0.021621621621621623
186,0.021505376344086023
187,0.0213903743315508
188,0.02127659574468085
189,0.021164021164021163
190,0.021052631578947368
191,0.020942408376963352
192,0.020833333333333332
193,0.02072538860103627
194,0.020618556701030927
195,0.020512820512820513
196,0.02040816326530612
197,0.02030456852791878
198,0.020202020202020204
199,0.020100502512562814
200,0.02
