Episode,Success Rate
1,0.0
2,0.0
3,0.0
4,0.25
5,0.4
6,0.5
7,0.42857142857142855
8,0.375
9,0.4444444444444444
10,0.5
11,0.5454545454545454
12,0.5833333333333334
13,0.5384615384615384
14,0.5714285714285714
15,0.5333333333333333
16,0.5625
17,0.5294117647058824
18,0.5
19,0.5263157894736842
20,0.55
21,0.5714285714285714
22,0.5909090909090909
23,0.6086956521739131
24,0.625
25,0.6
26,0.6153846153846154
27,0.5925925925925926
28,0.5714285714285714
29,0.5862068965517241
30,0.6
31,0.5806451612903226
32,0.59375
33,0.6060606060606061
34,0.5882352941176471
35,0.6
36,0.6111111111111112
37,0.5945945945945946
38,0.5789473684210527
39,0.5641025641025641
40,0.575
41,0.5853658536585366
42,0.5952380952380952
43,0.5813953488372093
44,0.5681818181818182
45,0.5777777777777777
46,0.5652173913043478
47,0.5531914893617021
48,0.5625
49,0.5714285714285714
50,0.56
51,0.5686274509803921
52,0.5769230769230769
53,0.5849056603773585
54,0.5925925925925926
55,0.6
56,0.6071428571428571
57,0.6140350877192983
58,0.6206896551724138
59,0.6101694915254238
60,0.6166666666666667
61,0.6229508196721312
62,0.6129032258064516
63,0.6190476190476191
64,0.625
65,0.6307692307692307
66,0.6212121212121212
67,0.6268656716417911
68,0.6323529411764706
69,0.6376811594202898
70,0.6428571428571429
71,0.6338028169014085
72,0.625
73,0.6301369863013698
74,0.6351351351351351
75,0.64
76,0.631578947368421
77,0.6233766233766234
78,0.6282051282051282
79,0.6329113924050633
80,0.6375
81,0.6419753086419753
82,0.6463414634146342
83,0.6385542168674698
84,0.6428571428571429
85,0.6470588235294118
86,0.6511627906976745
87,0.6436781609195402
88,0.6477272727272727
89,0.6404494382022472
90,0.6444444444444445
91,0.6373626373626373
92,0.6413043478260869
93,0.6344086021505376
94,0.6382978723404256
95,0.6421052631578947
96,0.6458333333333334
97,0.6391752577319587
98,0.6428571428571429
99,0.6363636363636364
100,0.63
101,0.6237623762376238
102,0.6274509803921569
103,0.6213592233009708
104,0.625
105,0.6285714285714286
106,0.6320754716981132
107,0.6355140186915887
108,0.6388888888888888
109,0.6330275229357798
110,0.6272727272727273
111,0.6306306306306306
112,0.625
113,0.6194690265486725
114,0.6228070175438597
115,0.6173913043478261
116,0.6120689655172413
117,0.6153846153846154
118,0.6101694915254238
119,0.6134453781512605
120,0.6166666666666667
121,0.6198347107438017
122,0.6229508196721312
123,0.6260162601626016
124,0.6290322580645161
125,0.624
126,0.6190476190476191
127,0.6141732283464567
128,0.6171875
129,0.6201550387596899
130,0.6230769230769231
131,0.6259541984732825
132,0.6287878787878788
133,0.631578947368421
134,0.6268656716417911
135,0.6296296296296297
136,0.625
137,0.6277372262773723
138,0.6304347826086957
139,0.6330935251798561
140,0.6357142857142857
141,0.6382978723404256
142,0.6408450704225352
143,0.6433566433566433
144,0.6388888888888888
145,0.6344827586206897
146,0.6301369863013698
147,0.6326530612244898
148,0.6283783783783784
